sentence,intensity,sentiment
This is totally  a time waste process..,-0.8999999761581421,Negative
No doubt the sbi is the largest bank of india.after rbi if any bank is known is sbi.it gives good salary to their employees like all benifits also.gives good HRA AND DRA ALSO.JOB IS 99%SECURE IN THIS BANK 99 IS WHY BECUASE OF ANY MISCONDUCT .CAREER CAN BE BOOM IN THIS BANK A GOOD PERSON WITH GOO...Read More.,0.20000000298023224,Positive
Kotak Mahindra bank service is very very wrost..,-0.8000000119209291,Negative
it's  not bad..,0.20000000298023224,Positive
Hold a salary account at this Bank And I was wanted to activate my Internet banking facility..,-0.20000000298023224,Negative
"Now days, they are even charging rs.25 per withdrawal from atm as well as withdrawing money via SBI buddy app..",-0.699999988079071,Negative
I doing transaction with in a fract..,0.0,Positive
"This is the one of the other best serveice provided by the kotak bank , it is now easy being connected with account and family .We can easily share our mont with freinds and family no internet banking option is requried , just open and register with your account and get started .The only very re...Read More.",0.8000000119209291,Positive
This will encourage more users to use Paytm Payments Bank.There is no minimum balance requirement for the Paytm Bank account..,-0.10000000149011612,Negative
"State Bank of India provides all the facilities, remuneration, allowances as well as pension provision after retirement to their employees which makes it an attraction for the job aspiring candidates..",0.8000000119209291,Positive
So you can just download it and use it .this app is great you will like it.all features of this app are awesomeFlag This ReviewIrrelevantFakeJunk   Thank You!.,0.8999999761581421,Positive
The employer are very adnorble and sweet in nature..,0.699999988079071,Positive
She don't have so much time to yell or keep standing in a line for three hours with no results.If the account has to be transferred with my present name's ( Richa Singhania) signature instead of Richa Kedia's signature..,-0.6000000238418579,Negative
Dear all this is to inform you all that I as many times I went to atm of this bank people are so fedup and they are so upset from the bank services and facilities when ever I went to bank I find huge line in the atm counter but what we found that thry dont have cash or aur they dont accept atm in the machine so I request dont waste your time here go to other bank where can get better services.Flag This ReviewIrrelevantFakeJunk   Thank You!.,-0.6000000238418579,Negative
Then I was trying to reach Bank of India Customers care..,-0.5,Negative
App itself -...Read More.,-0.10000000149011612,Negative
On an average I have to spend around 30-45 minute for cash withdrawal..,-0.4000000059604645,Negative
This is totally disgusting..,-0.8000000119209291,Negative
I conacted the customer care and we were given a huge time to resolve timeline of 45 days which I dont think is at all justified..,-0.699999988079071,Negative
I also use Paytm Payment Bank..,0.0,Positive
I use paytm bank service from last 8 months.this service provided by paytm is very good when compared to others..,0.8000000119209291,Positive
"This app is having very bad interface and they don't have service in all the places, very limited cities are covered in this mobile banking service..",-0.8000000119209291,Negative
I just used this service once and never use again because I do not want to pay a big amount every time..,-0.699999988079071,Negative
Their helpline numbers are not connected to any agents or technnical team..,-0.8000000119209291,Negative
Now its trending in india about paytm app ..,0.0,Positive
Paytm is a eWallet app in which you have to link your bank account to it so that you can directly pay to another paytm user without going out in the bank.Same way you also can receive amount from paytm by other people.This app is simple to use all the instructions are provided at the start so that no user get any trouble.Apart from this paytm also give offers on rechargeand bill payment.Flag This ReviewIrrelevantFakeJunk   Thank You!.,0.699999988079071,Positive
This is age of paytm ..,0.0,Positive
"We can do in just 2 minutes online with sbi, bank of maharashtra..",0.5,Positive
Behaviour is very bad..,-0.8000000119209291,Negative
And that time not give me proper reply also..,-0.8000000119209291,Negative
Hoppe I'm the whos suffering like this.Flag This ReviewIrrelevantFakeJunk   Thank You!.,0.5,Positive
We pushed to use other atm's only for that they putting charge also.Flag This ReviewIrrelevantFakeJunk   Thank You!.,0.0,Positive
After some days I got a call f...Read More.,-0.20000000298023224,Negative
"The worst part are the employers of this bank.. are resolved and got my account credited, but ticket no..",-0.699999988079071,Negative
"I have opened an account in this bank because for saving money.when I got any prize in any type of computation or when father give pocket money or any religion, bank help or saving my money and help in any situation when I want withdrawal it.I dislike this bank bank because there is not good facility when I go in bank for any work my work not completed fast it waste my lot of time by waiting for for chance or whenever my father go for loan their it very Less chance for giving loan by bank also loan repay interest rate is high and interest or depositor is low.There is no facility of good securitybank should more and more facilities to the depositor as well as borrower by caring an should give loan for all the person not only  for traders and businessman or their profit..",-0.8000000119209291,Negative
I will describe you why:Firstly there are very few ATMs are available so we have to make transactions from other ATMs.Then there are the employees who think they are the Gods.There are very few banks that is one concern also.The rate of interest you get is also low.Account creating hazardous also.So in my opinion if don't have an account in this bank then don't open one!Flag This ReviewIrrelevantFakeJunk   Thank You!.,-0.699999988079071,Negative
Most of my friend opened up an account in this bank by downloading the app and also reffered it to me.Most worst things happed in that when you transfer funds in the digi bank account they are not reflected when you send a mail to them they do not respond that easily.So this makes people quite u...Read More.,-0.8000000119209291,Negative
"Bank Of Baroda Home Loan company has one of the crucial benefits for its borrowers and in that in addition to offering quick and transparent loan processing, they have zero pre-payment charges.Flag This ReviewIrrelevantFakeJunk   Thank You!.",0.8000000119209291,Positive
I am using paytm since 2014..,0.0,Positive
I know that you did not find any Digibank physical premises at you location and any Digibank ATM accross India but you will love Digibank features..,0.4000000059604645,Positive
There is no proper response at all..,-0.8000000119209291,Negative
I can say the good bank for common man and good for fast transactions.Over all bank of India is good bank.Flag This ReviewIrrelevantFakeJunk   Thank You!.,0.8999999761581421,Positive
But some where sbi branchs are updating but they are start misuse that services they start lines...Read More.,-0.699999988079071,Negative
The bank employee said the user Id and password is already sent to my address but I was sure that it was never delivered to my address..,-0.699999988079071,Negative
The BOI services are great..,0.8000000119209291,Positive
"After getting these fake transaction deductions for multiple times from my account, I decided making a complaint to the police station..",-0.8000000119209291,Negative
"As paytm is one of the top leading app, it maintained all features as required for the users..",0.8000000119209291,Positive
Is the easiest way to pay..,0.699999988079071,Positive
SBI doesn't have proper customer charges.I calculated the amount which SBI charged me is more than 2000 from past 3 years..,-0.8000000119209291,Negative
When I was working withXYZ company I met Kotak bank ppl in the office and open a account..,-0.10000000149011612,Negative
I got my account open in bank of india and let me tell you its the worst bank with worst customer services..,-0.8000000119209291,Negative
I have an account of bank of india where I used to do money transactions previously..,-0.20000000298023224,Negative
But after knowing paytm service I thought of cancelling it..,-0.699999988079071,Negative
"And disadvantages online frauds, but it's is least one.And we need branches in India we have everywhere, we can deposit and we can take money through ATM ..",-0.6000000238418579,Negative
So you should try this and make a account in this..,0.0,Positive
"This bank, of which I was once a proud and satisfied customer, has let me down on quite a few occasions in the past one year.The staff has started taking both- their responsibilities and their customers- lightly!I will not bother the readers with their attitude towards the customers or their rude behaviour, but just narrate my latest ordeal:I hold a savings bank account with the Versova Branch of this bank..",-0.699999988079071,Negative
I have found this bank  good in all terms of services..,0.8000000119209291,Positive
I have an account with this bank from last 5 years..,-0.10000000149011612,Negative
After trying and tired I got custmer centre call to my number..,0.0,Positive
I really have ne'er seen this rich poor services.irresponsible administration they require..,-0.8000000119209291,Negative
There are some errors as its Interest rate is very low than other banks like SBI or PNB..,-0.30000001192092896,Negative
"Considering this duration, it goes without saying that the bank has always been very friendly and co-operative with us, and has made banking a pleasure for us..",0.8999999761581421,Positive
State bank's branch are spread all over India .It's ATM counters also available at many places all over India .. post that there are many many hidden charges which is forced on the customer..,-0.699999988079071,Negative
Its been more than 4 months nothing has been implemented from their side and they keep on sending statements every month by including every possible unnecessary charges..,-0.699999988079071,Negative
this bank having multiple branches in all over india..,-0.10000000149011612,Negative
It provides debit card checkbook and other facilities..,0.20000000298023224,Positive
That..,0.10000000149011612,Positive
For my opinion this is a good option who opening their savings account in bank of India very good every IndianFlag This ReviewIrrelevantFakeJunk   Thank You!.,0.8999999761581421,Positive
I had my couple of accounts in private banks.After a long term I realized that these private banks are full with hidden policies nothing else....Read More.,-0.5,Negative
Propose this bank all of u in light of the fact that as though that I had a record in this and this is an extraordinary bank which gives a decent web managing an account and great administrations would anyone be able to give gaurente of your bank I wil give you and this is none other than sbi bank it is statutory coporation it has his own demonstration please on the off chance that you are store your sum in that bank would you be able to gauranteed that you won't free youe cash my companion had a record in sbi I like the structure that their bank there is loads of counter every counter we can do all store crdiedt make dd and so forth if each bank receive that sort of structure then every client fulfilled by the bank administration iknow that all the branches of sbi not have that sort of offices consequently client are on the grounds that they take bunches of time to fulfilltheir exchange like redesign their passbook sbi one of the best bank in india where you can groove your cash sbi is biggest open part bank it is applicated by rbi/reseve bank of india the office of this bank is great comapred to others such as net keeping money charge card a standout amongst the most importamt administration of state bank of india is green divert office in which we don't have need in a line taht,0.0,Positive
So they didt know tamil they are always speaking marathi between them..,-0.20000000298023224,Negative
They have no system of sending messages to the customer..,-0.8000000119209291,Negative
I would say this is the worst part of the BOI the bank employees do n t a pay heed to the customers problem..,-0.8000000119209291,Negative
And much more using this app..,0.699999988079071,Positive
I am sharing my genuine experience with this Bank..,0.30000001192092896,Positive
"Struggled to get it for almost 3 weeks, sent many emails to get the update on this but no proper response on it.After 1 weeks after a long struggle to get connected to customer care on telephone, he said that they have an incorrect address in their records.this type of sily mistakes their staff doing.very very very poor services.Flag This ReviewIrrelevantFakeJunk   Thank You!.",-0.699999988079071,Negative
I have been using Paytm Payments Bank since last 5 months..,-0.20000000298023224,Negative
Just go infront of...Read More.,0.0,Positive
"To open my account I didn't get any problem, but after that I also apply for debit card .. the mobile banking of this bank is not suitable everywhere.The staff of bank of India sit and do gossip..",-0.699999988079071,Negative
Now the problem I am facing is I want to have my account transferred to Bangalore..,-0.699999988079071,Negative
3-arundathi batacharya is a capable CEO of SBI CONS 1- I...Read More.,0.0,Positive
"Sometimes it takes only 5 minutes for small works.No issue is postponed for the next day, staff is also good, their management and their loyalty towards their work is as good as other reputed private banks.Thank youFlag This ReviewIrrelevantFakeJunk   Thank You!.",0.699999988079071,Positive
Indeed it's not true.Secondly I asked them to let me know the swift code of the main branch and again they said we know only IFSC code.Finally I got all these services in my ICICI account.Flag This ReviewIrrelevantFakeJunk   Thank You!.,-0.30000001192092896,Negative
Paytm Payments Bank is No.1 Bank in India..,0.5,Positive
After some day's again we are complaint on the bank but they are not taken any proper answer.There employees are well educated but bad and some angered behave with customers ..,-0.699999988079071,Negative
"but hey, they won't send the password to an email address which people usually use for a decade!.",-0.699999988079071,Negative
But I had a great job experience in sbi STATE BANK OF INDIA..,0.8000000119209291,Positive
The behavior of the customer care agents...Read More.,-0.20000000298023224,Negative
"The Star Token claims to have ""Military Grade Security""..",-0.4000000059604645,Negative
I didn't get my money ok but I dont want service like this..,-0.8000000119209291,Negative
I have stopped going to my branch of Bank of India..,-0.4000000059604645,Negative
Bank is working very very hard on Recovery front now a days which is main area (i.e..,0.0,Positive
Hello guys my name is zeeshan shaikh and today I am here to review abour the state bank of india which is loacted at mumbai and also you can say worst bank ever..,-0.8000000119209291,Negative
"Big shots can get good deals I gather since high ranking staff can get their share of loot which they do in collaboration, otherwise how is it possible for 1000s of crores of unpaid loan to written away, when a common man's property is confiscated or he is sent to jail for a meagre amount of 4 or 5 lakhs in contrast..",-0.10000000149011612,Negative
Staff behaves rudely with their customers..,-0.8000000119209291,Negative
so may b they pick that call but no they didnt..,-0.6000000238418579,Negative
The poor customer service is ridiculous especially for a long term customer..,-0.8000000119209291,Negative
All my family members also have  sbi account .In 2014 sbi was ranked as top bank of india ..,0.4000000059604645,Positive
1000 money send in bank highest callusation money 15 why charges and other problem forget pasdword will call many ptoblem no less paytam and paytam was very slow and and paytam that no less and I paytam monry transfore why iwill ask you why 15 charges account account credit payment bank why 15 ruppes and iwill ask 1000 ask you trandfore money 8 1000 reFlag This ReviewIrrelevantFakeJunk   Thank You!.,-0.8000000119209291,Negative
I have opened accounts in Bank Of India at three different places..,0.0,Positive
"But, as account number not printed in mentioned place, they don't understand that & money not transferred ..",-0.699999988079071,Negative
I opened a Savings Accounts with one of the branches in Mumbai..,0.0,Positive
When I enter the user name and password it says that it is invalid..,-0.8000000119209291,Negative
I am appointed for a data worker at fixed salary of 28000 which is very high for me..,-0.10000000149011612,Negative
The apps of sbi make people use this banks facility at its exent..,-0.5,Negative
One of most popular online payment Bank is Paytm..,0.20000000298023224,Positive
In my opinion Bank of India is good in terms of Fixed deposit..,0.4000000059604645,Positive
Not easy to use for new user .There have a big problem in passbook ..,-0.8000000119209291,Negative
It is one of the best banks it sevice is nice .It is spread all over india and has its atm .While having account we can easily withdaw money from same and charges in other banks atm.As I also having account in this bank since 2008 that I opened my for study purpose .. not even know how to behave with customer ..,0.0,Positive
I took it casully but when I visited in next few days with branch to update my pass book then find no balance is deposited in past few days.I show deposit slip to bank manager and staff and they took this concern on a serious mode and took few days to conclude my transaction but they did.I was scared about refund of my money if I did not notice then may be it would not be back to me and plz..,-0.699999988079071,Negative
Reset password is the biggest problem in SBI what I faced till now.As per my recommendation everyone should have at least one account in SBI but at the time we should have another account in any other bank as well for net banking..,-0.699999988079071,Negative
I am just fed up with this system.Flag This ReviewIrrelevantFakeJunk   Thank You!.,-0.699999988079071,Negative
If I have very small work with bank that time also I have to take full day leave from office to go to bank ??.,-0.5,Negative
0 balance.Job in SBI is enjoyable as my friends said..,0.4000000059604645,Positive
"It's always safe to withdraw some money in the bank's working hours, and  deposit it in your account at HDFC, HSBC etc.Good Luck!Flag This ReviewIrrelevantFakeJunk   Thank You!.",0.8000000119209291,Positive
Of west bengal ( 15% of share capital deposit) and united bank of india ( 35% of shere capital deposit)Flag This ReviewIrrelevantFakeJunk   Thank You!.,0.20000000298023224,Positive
The bank sbi foull form of the bank state bank of india the bank had a so much branch and so much user most of pepole had a account on it the state bank of india is most well and saportive ban in india every then out of five person had a account in this bank the is gov' bank  but the bak gives you more fueture of the netbanking and atm sarvices and more you go anywhere you can withdraw the mony by atm and by net this is one of the best way to accus your life over all this is indian bankFlag This ReviewIrrelevantFakeJunk   Thank You!.,0.8000000119209291,Positive
The million indian  user of this wallet ..,0.0,Positive
"The salary given is very good and increases as years pass by.I am getting very good salary and benefits as an employee.The job security is very good if you work honestly as you can understand that I am working from 25 years in this bank.Career grpwth is also very good but you should be willing to take transfer and go to new places or state wherever you are transferred.The top management is very honest, good and manages the activities, decisions about bank very well.Overall, its customer & employee driven bank.Flag This ReviewIrrelevantFakeJunk   Thank You!.",0.699999988079071,Positive
I am using it for about 1 month for now and I have no complains about it..,0.8000000119209291,Positive
"Dears, state bank of india was very famous bank all over india..",0.0,Positive
"I have an account in this bank of Hisar branch from four years, I am fully satisfied with their services I have a credit card also in this bank and at whatever point, for shopping or for emi services I use credit.This bank have maximum no..",0.30000001192092896,Positive
"Hi friends, I am going to this bank for opening a acount for me, But realise there are no Phone banking, Net banking, and not sms veryfecation  wedrow or moany transaction.Also I am notice the bank staf do not good behaior to us, And main point is thare have no ATM to won bank..",-0.6000000238418579,Negative
Half the time they have the systems not working..,-0.699999988079071,Negative
"Digibank apps , friends we know that there was many apps available for banking..",0.10000000149011612,Positive
Internet banking is slow..,-0.699999988079071,Negative
so friends I want to say something about it ..,0.30000001192092896,Positive
"In this bank any account holder can get full security of money because each work in this bank work with full security.I have an account in state bank of india .Any body can open an account in this bank with full security.Now I am giving some idea on employes that is you know that this bank giving full security, so employe will also get the regular payment .And one onther thing is that sbi bank in india is very reputed bank.Thanks and RegardsFlag This ReviewIrrelevantFakeJunk   Thank You!.",0.6000000238418579,Positive
"Sometimes moeny isn't available in the ATM, sometimes internal error, sometimes something else.Also the customer service isn't so good.I opened my account in year 2012, by now i would have removed mah account from BOI, but m just keeping for the sake its a govt bank.Thats all.Flag This ReviewIrrelevantFakeJunk   Thank You!.",-0.10000000149011612,Negative
Nowadays what one needs is just a paytm account and do not have to carry even a single penny..,0.699999988079071,Positive
I have opened my a/c in sbi LHSF Pilibhit branch 4 years ago.After then every thing is going fine till 8 month ago.SBI has brought up the minimum balance policy from no where.one one hand they have opened the 0 balance jan dhan a/c which is an dream projects of our honorable primeminister.and now when the a/c has been opened they are looting the hard-earned money of poor people.I have noticed that if u want to link your aadhar card from your bank a/c then too they ask for your self attested copy.so if this bank in not able to update our aadhar no..,-0.8000000119209291,Negative
My Family has always been fan an follower of State bank of India..,0.699999988079071,Positive
His ATM machine is do not work properly and you can seeing his ATM machine any time deadlock and his internet banking is totally worst he showed any time your connection is error back to your home page and tray again..,-0.699999988079071,Negative
If forgot your password you can't  reset it easily .And all facilities is worstFlag This ReviewIrrelevantFakeJunk   Thank You!.,0.10000000149011612,Positive
SBI has more then 1800O branches in India..,0.0,Positive
Well we all have faced the problems due to demonetisation but the thing which helped us a lot was paytm..,0.20000000298023224,Positive
Not happy with the Bank of India services and thinking to change my bank.Flag This ReviewIrrelevantFakeJunk   Thank You!.,-0.699999988079071,Negative
No of branches are increasing day by day and quality of service is downgrading..,-0.699999988079071,Negative
I am usually satisfied there service.As I come  across to the service it provides all facilities to customer..,0.8000000119209291,Positive
Its company type top five hundred in the india's company.Flag This ReviewIrrelevantFakeJunk   Thank You!.,0.8000000119209291,Positive
There was only one cash counter where all deposit and Withdraw was made..,-0.5,Negative
Bank of india hsr layout is not a leading bank..,-0.6000000238418579,Negative
Mostly its branch's condition is not good..,-0.699999988079071,Negative
I am very happy with state bank of India because its service is very well ..,0.8999999761581421,Positive
Message which come after withdrawal  it take all most two or three for coming and many time his favourite excuse is our link was failed  by that the genral public face many problem for that I always complain thire senior for that but if any one face such problem be strong  and face and solve by your own nobody come to help you thankyouFlag This ReviewIrrelevantFakeJunk   Thank You!.,-0.699999988079071,Negative
I have logged the complaint on 26th May..,-0.6000000238418579,Negative
Kotak Is the bank app is not good working,-0.8000000119209291,Negative
"This bank money facility available like int, atm, card to card transfer and money more..",0.6000000238418579,Positive
Last 1 month bank of India application is not working I already visit to main branch no one handing to my prblm it is really Bad service There customer care service is horrible they could not answer any quiress and always transfer call to senior executives and than senior executives making excue...Flag This ReviewIrrelevantFakeJunk   Thank You!.,-0.699999988079071,Negative
"So same is with this bank that it provides new updates on a very large scale but in a short period of time.And yes the main thing is that nowadays every person is in a problem with the other banks is that to open a bank account in any other bank, the person has to reach the branch of that bank and then he fills the form to get his bank being opened and that too consumes a lot of time..",-0.4000000059604645,Negative
"Almost every place has at least one sbi atm or branch present.It provides the best service and your hard earned money is completly safe in sbi.One thing I dont like or regret is that the employers at sbi branchers may it be the cashiers or peons even the manager are not well behaved, they think themself as lords and do not respond to our questions few times.The other thing is that the employers at sbi is that they do not help filling the forms for illliterates and they some times scold them too!.",-0.4000000059604645,Negative
It took them 105 days for getting a card with my name printed on it.Just got all of my money withdrawn that to through a withdrawal slip..,-0.699999988079071,Negative
I have opened ac and its working very nicely..,0.8999999761581421,Positive
You can shopping also from this app..,0.699999988079071,Positive
It provides a secured transaction..,0.699999988079071,Positive
"So today 22 Nov, I got my KYC done..",-0.20000000298023224,Negative
Its a good choice..,0.8000000119209291,Positive
State Bank Of India Is A VerY Trustful Bank.I Have An Account In This Bank Since 2010.This Bank Is VerY Best For All Of Us.It Gives Us New Schemes Policies Etc For Our Bright Future.I ReallY Love This Bank.The Staff Of State Bank Of India Is VerY Responsable To Their Customers.TheY Listen The Complaints Of The Customers And Takes Quick Action On That Problrm.Staff Members And Employes Are VerY Good.ThankYou.Flag This ReviewIrrelevantFakeJunk   Thank You!.,0.6000000238418579,Positive
I again applied for internet banking and this time I received the credentials..,-0.10000000149011612,Negative
"I had open this account in Pohabagan, Bankura branch ..",-0.4000000059604645,Negative
I am showing all my original documents over here in Bangalore Sbi to take a look at my signature which I used to open the account but I didn't get to see it..,-0.699999988079071,Negative
It is good on providing customer service throug calling they will try to solve your problem..,0.6000000238418579,Positive
I am using this app for last six months and I had a very good experience with this app.. why?And every alternate days  employer is not available only  counter for all then wait for 2-3 hour..,-0.4000000059604645,Negative
Another thing is that they will never call you for credit cards or any short of insurances which other private banks are doing..,-0.5,Negative
Paytm payment bank is a nice application..,0.6000000238418579,Positive
"If I talk about about its features and functions it was so easy to handle it for any purpose and it has also a way to save money like promocode which helps to save money and from my side it was too much useful for me and my parents we use patm to pay electric bills, to send money, and help to save money while booking a ticket also.Flag This ReviewIrrelevantFakeJunk   Thank You!.",0.8999999761581421,Positive
My first account is in this bank.Many of indians will prefer sbi bank account only as personal account.One of busiest bank in india.From april 1st 2017 every state banks come under state bank of india so it will be a biggest bank in whole world.Now a day bank account is must for every person to encouage digital transfer of money and it is easy to access account in sbi.my favorite bank.Flag This ReviewIrrelevantFakeJunk   Thank You!.,0.8000000119209291,Positive
And also customer care support is worst compared to other online shopping apps and wallets..,-0.8000000119209291,Negative
"Most of the customers are very happy with its services.Its ATM Machines are available everywhere, but in Borivali area there is a problem in inserting card inside it..",0.30000001192092896,Positive
"This bank help me a lot, 0 min bal so 0 headache, 7% interest quarter ly compounds, add fund by debit cards these are the features I like most..",0.8999999761581421,Positive
We can rasily link our bank account to this for money.If you are not using this app then install it fast it is superbbbbb.Thankyou for seeing friends plzz like also.Flag This ReviewIrrelevantFakeJunk   Thank You!.,0.6000000238418579,Positive
I am using it for near about 1 year and want to share my experience..,0.10000000149011612,Positive
branches and ATM are not easily available.Flag This ReviewIrrelevantFakeJunk   Thank You!.,0.5,Positive
Bank of india is phone banking provide our customer and phone banking second name mobile banking..,0.0,Positive
Account info massage dose not come in time.. my dad opened Saving Account of me and  my brother..,-0.5,Negative
Automatic machine is not properly working.Banking staff is very slow to work.Flag This ReviewIrrelevantFakeJunk   Thank You!.,-0.699999988079071,Negative
It is useful in big towns and cities..,0.6000000238418579,Positive
We use net banking for fund transfer and transaction for book all types of ticket like movie train..,0.10000000149011612,Positive
Bank of india: One of the public or nationalised bank which doesn't work for the customer..,-0.699999988079071,Negative
"If seriously study about all banks and rank them, than SBI comes last of the row, it's running because of it is a government owned bank, otherwise nothing..",-0.699999988079071,Negative
Themselves ask the customers to close the account instead of apologising f...Read More.,-0.699999988079071,Negative
Now paytm launch paytm mall app which is also available in paytm app..,0.20000000298023224,Positive
All most all the banks are short of staff and the banks are over crowded..,-0.699999988079071,Negative
Have lot of potential to grow.!.,0.4000000059604645,Positive
The only benefit this bank offers me is unlimited transactions at BOI ATMs and a low AMB of 500 rupees.Flag This ReviewIrrelevantFakeJunk   Thank You!.,0.4000000059604645,Positive
I requested for Physical debit card through app only at p...Read More.,-0.30000001192092896,Negative
"It's e-banking also available in Super speed and every village, city etc.. in the beginning of paytm company they have a really bad design but now they completely changed their design..",-0.20000000298023224,Negative
As you can see it is use everywhere..,0.0,Positive
"contacts and then I connected with him for helping in availing the home loan from SBI.he confidently said I will get the loan done in 8.35 rate but the rate of interest was higher than 8.35% which the agent had falsely committed.he kept delaying the process and took 4 months to get the loan process done inspite of making the full payment of 35 thousand to Ravi Bhagat and submitting all the documents with his SBI internal partner Krishna within the first 15 days of loan application.Also Ravi Bhagat gave false quotation and said you will not have to pay even single rupee more than this, eventually it turned out that there were around 40 thousand rupees more I had to pay under various sections to finally get the loan disbursed from SBI.The agent Ravi Bhagat did not support in any way and I had to visit SBI RACPC office again and again.These agents get a percentage of loan amount as commission and they ask you to make all payments first and then only we will process loan which is like trapping the customer with false guidance.Do not fall trap to agents like Ravi Bhagat, he cheats customers just so he can get commission from bank.and because we want to get loan we are helpless and get trapped because we are completely in middle of the process and we cannot backout because we have alreaymade the payment.#home loans",-0.8000000119209291,Negative
I have an accout with them from last sevarls years without any probnlems if sometimes I have any problem regarding the trasactions they are ready and eager to listen me and in this way my problem gets solved but the staff very professional..,0.8000000119209291,Positive
(ATM CARD ONLY AVAILABLE ON REQUEST AND NEEDS FULFILMENT OF SOME CRITERIA).God knows how they are still surviving such tough competition in todays business environment.My good wishes to the management and pray they take some corrective step before even last of their customers leave.x  x x x x x x x x x x x x x x x x x x x x x x x x x xx x x x x x x x x x x x x x x x  x x xx  xxx x x x  x x x  x xFlag This ReviewIrrelevantFakeJunk   Thank You!.,-0.30000001192092896,Negative
"ATM centers are more, even the branches are reachable..",0.0,Positive
The app is not established and consist of lots of errors too.therefore I am Not recommanding this paytm to everyone at all..,-0.8000000119209291,Negative
"As a result, any work in the bank was too late .Cashier in the bank was too slow ..",-0.8000000119209291,Negative
2 months ago I applied for sbi card in my home town..,-0.30000001192092896,Negative
It is very useful for the people who dont have time to go bank..,0.8999999761581421,Positive
Few months ago I have open the account in sbi bank.when I have got atm it was not working properly so may problems occurs to me I need to go in bank and gave a letter for a new atm after 3 weeks I got new atm.it occurs with me and my friends also mostily staff of the bank dont behave properly with ther customer just full of erited when money is gon to finish from the sbi account I m going to close the account ther is no proper responce from the bank it is better to open the account in axis bank they take the care of ther coustomer  properlyFlag This ReviewIrrelevantFakeJunk   Thank You!.,-0.699999988079071,Negative
State Bank of India is very much popular bank in market..,0.6000000238418579,Positive
After retirement too I got a chance to work n this bank as a employee.!.,0.5,Positive
Customers cannot update their passbook and were told to go to other branches of bank of India at daman etc..,-0.699999988079071,Negative
"End of the day, If your bank amount is over Rs 100000 ( one lacks) , then it will automatically transfer in your FD account..",-0.30000001192092896,Negative
The net banking facility is very good with this bank .i also use ATM card of bank of india .its a plesure to use it anywhere anytime ..,0.8999999761581421,Positive
It is very usefull app for paying bills and recieving money.app layout and design is very good and use full option is passbook option.we can work for all bill payments in this app.this app is free of cost.And usefull appFlag This ReviewIrrelevantFakeJunk   Thank You!.,0.8999999761581421,Positive
They are very lazy in everything like cheque issue credit card issue etc..,-0.699999988079071,Negative
"In last update we have to done the KYC means linking our aadhaar to paytm this app give us many profit from various thing like aplying promocode in it that give us cash back we an also do online shoping in it in our first order we get about 200 cashback we can pay from this for various purpose like for paying bills, payint to our friend, trasfer to bank..",-0.10000000149011612,Negative
Great concept..,0.8999999761581421,Positive
Disgusting app even after several complaints the credit card is auto activated also while recharging for prepaid before I select the network it automatically selects a wrong network thus charging for Airtel while I have to recharge for jio....!.,-0.8000000119209291,Negative
They transfer the money back to Paytm wallet even when they cancel the order or when they fail to deliver it.. benifits- any person opan a bank account in state bank of india .and bank providing atm card and check book your c...Read More.,-0.5,Negative
Kotak 811 is a zero balance savings account which can be opened in 5min which is advertised everywhere..,-0.699999988079071,Negative
"To easy way to pay the bills and transfer money and the phone bills, etc..",0.0,Positive
This is truly a trustable bank.Flag This ReviewIrrelevantFakeJunk   Thank You!.,0.8999999761581421,Positive
"1680 and 2230, i.e total amount around 4000/-.I immediately blocked my Debit card and called customer care of SBI and registered my complaints..",-0.5,Negative
"Out of total transactions, i recieve notification sms only for 30% of them..",-0.699999988079071,Negative
We can transfer to any bank account..,0.5,Positive
literally now we can open a bank account just by completing our KYC it have eliminated all the person to person meetings and all other things now everybody can open a bank account just with the blink of it's fingers.Paytm payment bank offers interest fixed deposits and other facilities provided by normal banks..,-0.20000000298023224,Negative
Bank people are available at your service during banking hours..,0.4000000059604645,Positive
"One can own a house, car and other house hold requirements and lead a decent life..",0.699999988079071,Positive
One of the worst banking service i have ever used..,-0.8000000119209291,Negative
The commitment made was April ..,0.10000000149011612,Positive
So I am going to upload a real review on it.You know nowadays you can transfer money to any bank's account without going bank..,-0.4000000059604645,Negative
A lovely?.,0.699999988079071,Positive
He cant visit all the time boi branch for amount withdrawal every time.he applied for ATM card still he didn't get it.We have visited so many times in branch and again n again we are getting the same reply to come after next week.I mean it is so pain full.Branch is almost 10 km away from his home.Flag This ReviewIrrelevantFakeJunk   Thank You!.,-0.699999988079071,Negative
the only problem is additional charging fee.. phone banking is also not bad and online banking have good user interface..,0.0,Positive
User friendly online transaction..,0.8999999761581421,Positive
And till now problems are stable..,0.20000000298023224,Positive
"This review will be against my reviewing style because it is the first tym I had no cons, except that of excessive advertisements but hey come on nowdays everyone do that and through this advertisement only I came to know of opening a bank account without actually going to the bank , so I starte...Read More.",-0.20000000298023224,Negative
We can get credit and debate cards and net banking also available ..,0.6000000238418579,Positive
SBI..,0.10000000149011612,Positive
"Even on adding money into paytm wallet, I get more than what I added as cashback..",0.699999988079071,Positive
The appliications is save to use on our phone ..,0.4000000059604645,Positive
Waste of the time..,-0.8000000119209291,Negative
I jast think in bank west 2/3 Hours ..,-0.30000001192092896,Negative
State bank of India is the largest bank in terms of customer in the world..,0.30000001192092896,Positive
So friends use this app..,0.0,Positive
